Time,Channel B,Channel C
(ns),(mV),(mV)

-11.14285827,-0.39370070,-0.39370070
-10.74285827,-1.57480300,0.00000000
-10.34285826,-0.39370070,-0.39370070
-9.94285826,-0.78740150,-0.39370070
-9.54285825,-0.78740150,-0.39370070
-9.14285825,-1.18110200,-0.39370070
-8.74285824,-0.39370070,-0.39370070
-8.34285824,-1.18110200,-0.39370070
-7.94285823,-0.78740150,-0.39370070
-7.54285823,-1.18110200,-0.39370070
-7.14285822,-1.18110200,-0.39370070
-6.74285822,-1.18110200,-0.78740150
-6.34285821,-1.18110200,-0.78740150
-5.94285821,-1.18110200,0.00000000
-5.54285820,-0.39370070,-0.39370070
-5.14285819,-1.18110200,-0.39370070
-4.74285819,-0.39370070,-0.78740150
-4.34285818,-1.18110200,0.00000000
-3.94285818,-0.39370070,-0.39370070
-3.54285817,-1.57480300,-0.39370070
-3.14285817,-1.18110200,-0.39370070
-2.74285816,-1.18110200,0.00000000
-2.34285816,-0.39370070,-0.39370070
-1.94285815,-0.78740150,-0.39370070
-1.54285815,-0.39370070,-0.39370070
-1.14285814,0.00000000,0.39370070
-0.74285814,0.78740150,-0.39370070
-0.34285813,1.57480300,-0.39370070
0.05714187,4.33070900,-0.78740150
0.45714188,2.75590500,0.39370070
0.85714189,3.14960600,-0.78740150
1.25714189,2.36220500,0.00000000
1.65714190,2.75590500,-0.39370070
2.05714190,1.96850400,-0.39370070
2.45714191,1.96850400,-1.18110200
2.85714191,1.18110200,-0.78740150
3.25714192,1.18110200,-0.78740150
3.65714192,0.39370070,-0.39370070
4.05714193,0.39370070,-0.78740150
4.45714193,-0.39370070,0.00000000
4.85714194,-0.39370070,-1.18110200
5.25714194,-0.39370070,-0.39370070
5.65714195,0.00000000,0.00000000
6.05714195,-0.78740150,-0.39370070
6.45714196,-0.39370070,-0.78740150
6.85714197,-0.78740150,-0.39370070
7.25714197,-0.39370070,-0.39370070
7.65714198,-0.78740150,-0.39370070
8.05714198,-0.78740150,-0.39370070
8.45714199,-1.57480300,0.39370070
8.85714199,-0.78740150,0.00000000
9.25714200,-1.18110200,0.39370070
9.65714200,0.00000000,-1.18110200
10.05714201,-0.78740150,0.39370070
10.45714201,-0.78740150,-0.39370070
10.85714202,-0.78740150,-0.39370070
11.25714202,-0.78740150,0.00000000
11.65714203,-0.39370070,0.39370070
12.05714203,-0.39370070,0.00000000
12.45714204,-0.78740150,0.00000000
12.85714205,-0.78740150,-0.39370070
13.25714205,-1.57480300,0.00000000
13.65714206,-0.39370070,-0.39370070
14.05714206,-0.78740150,0.39370070
14.45714207,-0.78740150,-0.78740150
14.85714207,-1.18110200,-0.39370070
15.25714208,-0.78740150,-0.39370070
15.65714208,-0.78740150,-0.39370070
16.05714209,-0.78740150,-0.39370070
16.45714209,-1.57480300,-0.78740150
16.85714210,-0.78740150,-0.78740150
17.25714210,-0.78740150,-0.78740150
17.65714211,-0.39370070,-0.39370070
18.05714211,0.00000000,0.00000000
18.45714212,0.39370070,-0.39370070
18.85714213,0.39370070,0.00000000
19.25714213,0.78740150,-0.78740150
19.65714214,0.39370070,0.00000000
20.05714214,0.78740150,-0.78740150
20.45714215,-0.39370070,0.39370070
20.85714215,0.39370070,-0.39370070
21.25714216,0.00000000,0.39370070
21.65714216,0.00000000,-0.39370070
22.05714217,-0.39370070,0.00000000
22.45714217,0.00000000,-0.78740150
22.85714218,-0.78740150,-0.39370070
23.25714218,-0.39370070,-0.78740150
23.65714219,-1.57480300,-0.39370070
24.05714219,-0.39370070,-0.78740150
24.45714220,-1.57480300,-0.39370070
24.85714221,-0.78740150,-0.39370070
25.25714221,-0.78740150,-0.39370070
25.65714222,0.00000000,0.00000000
26.05714222,-0.39370070,-0.39370070
26.45714223,0.78740150,-0.78740150
26.85714223,0.78740150,0.00000000
27.25714224,1.18110200,0.00000000
27.65714224,1.18110200,0.39370070
28.05714225,2.36220500,0.00000000
28.45714225,1.57480300,0.00000000
28.85714226,1.57480300,-0.78740150
29.25714226,1.18110200,-0.39370070
29.65714227,1.18110200,-0.39370070
30.05714228,0.39370070,0.00000000
30.45714228,1.18110200,-0.39370070
30.85714229,0.39370070,-0.78740150
31.25714229,0.78740150,-0.78740150
31.65714230,-0.39370070,0.39370070
32.05714230,0.78740150,-0.78740150
32.45714231,0.00000000,0.00000000
32.85714231,0.00000000,-0.39370070
33.25714232,-1.18110200,0.00000000
33.65714232,0.00000000,-0.78740150
34.05714233,-0.78740150,0.00000000
34.45714233,0.00000000,-0.39370070
34.85714234,-0.78740150,0.39370070
35.25714234,-0.39370070,-0.39370070
35.65714235,-0.78740150,0.39370070
36.05714236,-0.39370070,-0.78740150
36.45714236,-0.78740150,-0.39370070
36.85714237,0.00000000,0.00000000
37.25714237,-1.18110200,0.00000000
37.65714238,0.00000000,-0.39370070
38.05714238,-0.78740150,0.00000000
38.45714239,0.39370070,-0.78740150
38.85714239,-0.39370070,0.39370070
39.25714240,0.39370070,-0.78740150
39.65714240,-0.78740150,0.39370070
40.05714241,-0.39370070,-0.78740150
40.45714241,-1.18110200,0.39370070
40.85714242,0.00000000,-0.39370070
41.25714242,-1.18110200,0.00000000
41.65714243,-0.39370070,0.00000000
