Time,Channel B,Channel C
(ns),(mV),(mV)

-11.18095314,-2.36220500,-1.18110200
-10.78095313,-1.57480300,-1.18110200
-10.38095312,-1.96850400,-1.18110200
-9.98095312,-1.57480300,-1.57480300
-9.58095311,-2.36220500,-0.78740150
-9.18095311,-1.18110200,-1.57480300
-8.78095310,-1.96850400,-1.18110200
-8.38095310,-1.18110200,-1.18110200
-7.98095309,-2.36220500,-0.78740150
-7.58095309,-1.96850400,-1.18110200
-7.18095308,-2.75590500,-1.57480300
-6.78095308,-1.57480300,-1.96850400
-6.38095307,-1.57480300,-1.18110200
-5.98095307,-1.96850400,-0.39370070
-5.58095306,-3.14960600,-1.18110200
-5.18095306,-1.18110200,0.00000000
-4.78095305,-0.39370070,-0.78740150
-4.38095304,0.78740150,-2.36220500
-3.98095304,-5.11811000,-1.96850400
-3.58095303,-3.54330700,2.75590500
-3.18095303,-0.39370070,-1.18110200
-2.78095302,-1.96850400,-4.72440900
-2.38095302,-3.93700800,-0.78740150
-1.98095301,-1.18110200,-0.78740150
-1.58095301,-0.39370070,-1.57480300
-1.18095300,-0.39370070,-0.39370070
-0.78095300,-5.51181100,2.75590500
-0.38095299,-3.93700800,0.39370070
0.01904701,4.33070900,-3.93700800
0.41904702,0.78740150,-1.96850400
0.81904702,-1.18110200,-1.18110200
1.21904703,-9.05511800,-3.93700800
1.61904704,-1.57480300,0.39370070
2.01904704,4.72440900,3.54330700
2.41904705,3.14960600,4.72440900
2.81904705,4.72440900,2.36220500
3.21904706,0.78740150,-2.36220500
3.61904706,2.75590500,-1.18110200
4.01904707,0.39370070,-0.39370070
4.41904707,-1.18110200,-3.93700800
4.81904708,-1.57480300,-3.14960600
5.21904708,-0.78740150,-3.14960600
5.61904709,-0.39370070,-3.93700800
6.01904709,5.11811000,1.18110200
6.41904710,-9.84251900,-1.18110200
6.81904710,-18.89764000,-5.11811000
7.21904711,-2.75590500,-3.54330700
7.61904712,6.29921200,-3.54330700
8.01904712,0.78740150,0.78740150
8.41904713,-8.26771600,-2.36220500
8.81904713,-8.26771600,-9.84251900
9.21904714,-11.41732000,-11.41732000
9.61904714,-19.29134000,-2.36220500
10.01904715,-19.68504000,3.14960600
10.41904715,-15.35433000,4.72440900
10.81904716,-1.96850400,3.14960600
11.21904716,11.41732000,-2.75590500
11.61904717,11.81102000,-1.96850400
12.01904717,-2.36220500,-0.39370070
12.41904718,-10.62992000,-4.33070900
12.81904718,-5.11811000,-5.11811000
13.21904719,-9.44881800,-3.93700800
13.61904720,-5.90551100,-1.57480300
14.01904720,-3.54330700,3.14960600
14.41904721,0.78740150,-0.78740150
14.81904721,5.11811000,-9.84251900
15.21904722,9.84251900,-12.59842000
15.61904722,1.57480300,-13.77953000
16.01904723,-9.44881800,-9.44881800
16.41904723,-10.23622000,-4.72440900
16.81904724,-11.41732000,1.18110200
17.21904724,-12.59842000,1.57480300
17.61904725,-7.08661400,3.14960600
18.01904725,6.29921200,5.51181100
18.41904726,5.51181100,-1.18110200
18.81904726,15.35433000,-9.84251900
19.21904727,6.69291300,-10.23622000
19.61904728,1.57480300,-3.14960600
20.01904728,-7.48031400,10.23622000
20.41904729,-7.08661400,7.87401500
20.81904729,-2.36220500,-0.78740150
21.21904730,-5.51181100,3.54330700
21.61904730,-1.18110200,6.69291300
22.01904731,9.44881800,6.29921200
22.41904731,16.14173000,-1.96850400
22.81904732,14.56693000,-11.41732000
23.21904732,3.14960600,-3.93700800
23.61904733,-1.96850400,7.08661400
24.01904733,-7.48031400,8.26771600
24.41904734,-9.44881800,9.84251900
24.81904735,-5.51181100,7.87401500
25.21904735,-2.75590500,-0.39370070
25.61904736,-3.14960600,-2.75590500
26.01904736,-1.57480300,-2.36220500
26.41904737,1.96850400,-2.75590500
26.81904737,-2.36220500,-7.87401500
27.21904738,-14.96063000,-9.84251900
27.61904738,-16.14173000,-5.51181100
28.01904739,-9.84251900,4.33070900
28.41904739,-3.14960600,6.69291300
28.81904740,-3.14960600,4.33070900
29.21904740,-3.14960600,-1.96850400
29.61904741,1.96850400,-6.29921200
30.01904741,6.69291300,-5.11811000
30.41904742,3.14960600,0.39370070
30.81904743,1.18110200,0.00000000
31.21904743,1.18110200,-2.75590500
31.61904744,1.57480300,0.39370070
32.01904744,0.78740150,4.33070900
32.41904745,0.00000000,2.36220500
32.81904745,-0.78740150,-2.36220500
33.21904746,3.54330700,-3.93700800
33.61904746,7.87401500,0.00000000
34.01904747,9.05511800,1.18110200
34.41904747,3.93700800,-1.57480300
34.81904748,-1.96850400,-4.72440900
35.21904748,-4.33070900,-2.36220500
35.61904749,-8.26771600,-3.93700800
36.01904749,-14.96063000,-3.93700800
36.41904750,-9.44881800,-4.33070900
36.81904751,-6.29921200,0.39370070
37.21904751,0.00000000,2.36220500
37.61904752,0.78740150,1.18110200
38.01904752,0.39370070,-1.57480300
38.41904753,-3.93700800,-0.39370070
38.81904753,-4.72440900,-4.72440900
39.21904754,-5.11811000,-6.69291300
39.61904754,-4.33070900,-1.96850400
40.01904755,-0.78740150,3.14960600
40.41904755,5.11811000,2.75590500
40.81904756,2.75590500,0.39370070
41.21904756,-3.14960600,-5.11811000
41.61904757,-11.02362000,-5.11811000
