Time,Channel B,Channel C
(ns),(mV),(mV)

-11.20000012,1.18110200,0.78740150
-10.80000012,0.78740150,0.78740150
-10.40000011,1.18110200,0.00000000
-10.00000011,0.00000000,0.78740150
-9.60000010,1.18110200,0.00000000
-9.20000010,0.39370070,0.78740150
-8.80000009,1.18110200,0.39370070
-8.40000008,0.00000000,0.39370070
-8.00000008,0.39370070,0.39370070
-7.60000007,0.00000000,0.39370070
-7.20000007,0.00000000,0.00000000
-6.80000006,0.00000000,0.39370070
-6.40000006,0.00000000,0.00000000
-6.00000005,0.00000000,0.78740150
-5.60000005,0.39370070,0.39370070
-5.20000004,-0.78740150,0.78740150
-4.80000004,0.39370070,0.39370070
-4.40000003,-0.78740150,0.78740150
-4.00000003,0.00000000,0.78740150
-3.60000002,0.00000000,0.78740150
-3.20000001,0.78740150,0.39370070
-2.80000001,-0.39370070,0.39370070
-2.40000000,0.39370070,0.00000000
-2.00000000,1.18110200,0.39370070
-1.59999999,2.75590500,0.78740150
-1.19999999,2.36220500,0.39370070
-0.79999998,3.54330700,0.39370070
-0.39999998,3.14960600,0.00000000
0.00000003,3.93700800,0.00000000
0.40000003,2.36220500,0.78740150
0.80000004,2.75590500,0.39370070
1.20000004,1.57480300,0.39370070
1.60000005,2.36220500,-0.39370070
2.00000005,1.18110200,0.00000000
2.40000006,1.57480300,0.39370070
2.80000007,0.78740150,0.78740150
3.20000007,1.18110200,0.39370070
3.60000008,0.39370070,0.39370070
4.00000008,0.78740150,0.00000000
4.40000009,0.39370070,0.39370070
4.80000009,0.39370070,0.00000000
5.20000010,0.00000000,0.39370070
5.60000010,0.39370070,0.39370070
6.00000011,0.00000000,1.18110200
6.40000011,0.00000000,0.39370070
6.80000012,-0.39370070,0.39370070
7.20000012,0.78740150,0.00000000
7.60000013,-0.39370070,0.39370070
8.00000013,0.00000000,0.00000000
8.40000014,0.00000000,0.39370070
8.80000015,0.00000000,0.00000000
9.20000015,-0.39370070,0.39370070
9.60000016,0.00000000,0.00000000
10.00000016,0.00000000,0.39370070
10.40000017,0.78740150,0.00000000
10.80000017,0.39370070,0.39370070
11.20000018,1.18110200,0.00000000
11.60000018,1.57480300,0.39370070
12.00000019,1.96850400,0.39370070
12.40000019,1.18110200,0.39370070
12.80000020,1.57480300,-0.39370070
13.20000020,0.78740150,0.78740150
13.60000021,0.39370070,-0.39370070
14.00000021,0.39370070,0.78740150
14.40000022,1.18110200,0.39370070
14.80000023,0.39370070,0.78740150
15.20000023,0.78740150,-0.39370070
15.60000024,0.39370070,0.39370070
16.00000024,0.39370070,0.00000000
16.40000025,0.39370070,0.78740150
16.80000025,0.39370070,0.00000000
17.20000026,0.39370070,0.39370070
17.60000026,0.39370070,0.00000000
18.00000027,0.00000000,0.39370070
18.40000027,1.18110200,0.39370070
18.80000028,0.00000000,0.39370070
19.20000028,0.78740150,-0.39370070
19.60000029,0.00000000,0.39370070
20.00000029,0.39370070,0.00000000
20.40000030,-0.39370070,0.39370070
20.80000031,0.39370070,0.39370070
21.20000031,0.00000000,0.39370070
21.60000032,-0.39370070,0.00000000
22.00000032,-0.39370070,0.00000000
22.40000033,0.00000000,0.00000000
22.80000033,-0.39370070,0.78740150
23.20000034,0.78740150,0.39370070
23.60000034,0.00000000,0.39370070
24.00000035,0.39370070,0.78740150
24.40000035,0.00000000,0.39370070
24.80000036,1.18110200,0.00000000
25.20000036,0.78740150,1.18110200
25.60000037,2.36220500,0.39370070
26.00000037,1.57480300,0.78740150
26.40000038,1.96850400,0.78740150
26.80000039,1.57480300,0.78740150
27.20000039,2.36220500,0.00000000
27.60000040,1.57480300,-0.39370070
28.00000040,2.75590500,0.00000000
28.40000041,1.18110200,0.39370070
28.80000041,2.36220500,0.00000000
29.20000042,1.18110200,0.00000000
29.60000042,1.57480300,0.00000000
30.00000043,1.18110200,0.39370070
30.40000043,1.18110200,0.39370070
30.80000044,0.39370070,0.39370070
31.20000044,0.78740150,0.00000000
31.60000045,0.39370070,0.39370070
32.00000046,0.00000000,0.00000000
32.40000046,0.00000000,0.78740150
32.80000047,0.78740150,0.39370070
33.20000047,0.00000000,0.00000000
33.60000048,0.39370070,0.78740150
34.00000048,-0.78740150,0.39370070
34.40000049,0.78740150,0.00000000
34.80000049,-0.39370070,0.39370070
35.20000050,0.39370070,0.39370070
35.60000050,-0.78740150,0.39370070
36.00000051,0.00000000,0.78740150
36.40000051,0.00000000,0.00000000
36.80000052,0.39370070,-0.39370070
37.20000052,0.00000000,0.39370070
37.60000053,0.39370070,0.78740150
38.00000054,0.39370070,0.39370070
38.40000054,1.18110200,0.39370070
38.80000055,0.00000000,0.39370070
39.20000055,0.78740150,0.39370070
39.60000056,0.39370070,0.00000000
40.00000056,1.18110200,0.39370070
40.40000057,0.39370070,0.78740150
40.80000057,1.18110200,0.39370070
41.20000058,0.00000000,0.39370070
41.60000058,0.78740150,-0.39370070
