Time,Channel B,Channel C
(ns),(mV),(mV)

-31.19999911,0.39370070,1.18110200
-30.79999911,1.18110200,0.39370070
-30.39999910,0.39370070,1.18110200
-29.99999910,0.78740150,0.78740150
-29.59999909,0.00000000,1.18110200
-29.19999909,0.78740150,0.78740150
-28.79999908,0.39370070,0.78740150
-28.39999907,0.78740150,0.78740150
-27.99999907,0.00000000,0.78740150
-27.59999906,1.18110200,1.18110200
-27.19999906,0.39370070,0.78740150
-26.79999905,1.18110200,0.39370070
-26.39999905,0.39370070,0.78740150
-25.99999904,0.39370070,0.78740150
-25.59999904,0.00000000,1.57480300
-25.19999903,0.78740150,1.18110200
-24.79999903,0.00000000,1.18110200
-24.39999902,0.78740150,0.78740150
-23.99999902,0.39370070,1.18110200
-23.59999901,0.78740150,0.39370070
-23.19999901,0.39370070,1.18110200
-22.79999900,0.39370070,1.18110200
-22.39999899,0.00000000,1.18110200
-21.99999899,0.39370070,0.78740150
-21.59999898,0.39370070,1.18110200
-21.19999898,0.39370070,0.78740150
-20.79999897,0.00000000,1.18110200
-20.39999897,0.78740150,0.78740150
-19.99999896,-0.39370070,1.57480300
-19.59999896,1.18110200,0.78740150
-19.19999895,0.39370070,0.78740150
-18.79999895,1.18110200,0.78740150
-18.39999894,0.00000000,0.78740150
-17.99999894,0.78740150,0.78740150
-17.59999893,0.39370070,1.18110200
-17.19999893,0.00000000,0.78740150
-16.79999892,0.39370070,0.78740150
-16.39999891,0.39370070,0.39370070
-15.99999891,0.39370070,1.57480300
-15.59999890,0.39370070,0.78740150
-15.19999890,0.39370070,1.18110200
-14.79999889,0.78740150,0.00000000
-14.39999889,0.78740150,1.18110200
-13.99999888,0.78740150,1.18110200
-13.59999888,0.00000000,1.57480300
-13.19999887,0.78740150,0.78740150
-12.79999887,0.00000000,1.18110200
-12.39999886,0.78740150,0.78740150
-11.99999886,0.39370070,1.57480300
-11.59999885,0.39370070,0.78740150
-11.19999885,0.00000000,1.18110200
-10.79999884,1.18110200,0.78740150
-10.39999883,0.39370070,1.96850400
-9.99999883,1.18110200,0.78740150
-9.59999882,0.00000000,1.18110200
-9.19999882,0.78740150,0.78740150
-8.79999881,0.00000000,1.18110200
-8.39999881,1.18110200,0.78740150
-7.99999880,0.00000000,1.57480300
-7.59999880,0.39370070,1.18110200
-7.19999879,0.00000000,0.78740150
-6.79999879,0.39370070,0.78740150
-6.39999878,0.39370070,1.96850400
-5.99999878,1.18110200,1.57480300
-5.59999877,0.00000000,2.75590500
-5.19999876,0.39370070,2.36220500
-4.79999876,0.39370070,2.75590500
-4.39999875,1.18110200,1.96850400
-3.99999875,0.00000000,2.36220500
-3.59999874,0.78740150,2.36220500
-3.19999874,0.00000000,1.96850400
-2.79999873,0.39370070,1.18110200
-2.39999873,0.00000000,1.57480300
-1.99999872,0.78740150,1.57480300
-1.59999872,0.00000000,2.36220500
-1.19999871,1.18110200,2.36220500
-0.79999871,0.00000000,2.75590500
-0.39999870,0.00000000,3.54330700
0.00000130,0.39370070,3.93700800
0.40000131,0.39370070,3.54330700
0.80000132,0.00000000,3.14960600
1.20000132,1.18110200,2.75590500
1.60000133,0.00000000,2.75590500
2.00000133,1.18110200,2.36220500
2.40000134,0.00000000,2.75590500
2.80000134,1.18110200,1.96850400
3.20000135,0.78740150,1.57480300
3.60000135,0.39370070,1.57480300
4.00000136,0.39370070,2.36220500
4.40000136,0.78740150,1.57480300
4.80000137,0.39370070,1.96850400
5.20000137,0.39370070,1.57480300
5.60000138,0.00000000,1.18110200
6.00000138,0.39370070,0.78740150
6.40000139,-0.39370070,1.18110200
6.80000140,0.39370070,0.78740150
7.20000140,0.39370070,0.78740150
7.60000141,1.18110200,1.18110200
8.00000141,0.39370070,1.18110200
8.40000142,0.78740150,0.78740150
8.80000142,0.39370070,0.78740150
9.20000143,0.78740150,0.39370070
9.60000143,0.00000000,1.57480300
10.00000144,0.78740150,0.78740150
10.40000144,0.00000000,0.78740150
10.80000145,0.78740150,0.78740150
11.20000145,-0.39370070,0.78740150
11.60000146,0.78740150,0.00000000
12.00000146,0.39370070,1.18110200
12.40000147,0.78740150,0.39370070
12.80000148,0.39370070,0.78740150
13.20000148,0.39370070,0.78740150
13.60000149,0.78740150,1.18110200
14.00000149,1.18110200,0.78740150
14.40000150,0.00000000,0.39370070
14.80000150,0.39370070,0.00000000
15.20000151,0.39370070,1.18110200
15.60000151,0.39370070,0.78740150
16.00000152,0.00000000,1.18110200
16.40000152,0.39370070,0.78740150
16.80000153,0.00000000,0.78740150
17.20000153,1.57480300,1.18110200
17.60000154,0.00000000,0.39370070
18.00000154,0.39370070,0.78740150
18.40000155,0.00000000,0.00000000
18.80000156,0.39370070,0.78740150
19.20000156,0.39370070,0.39370070
19.60000157,0.39370070,0.78740150
20.00000157,0.39370070,0.78740150
20.40000158,0.78740150,1.57480300
20.80000158,0.00000000,1.18110200
21.20000159,1.18110200,1.57480300
21.60000159,0.00000000,1.57480300
22.00000160,0.78740150,1.18110200
22.40000160,0.00000000,1.96850400
