Time (x5 s) - Plot 0	P (mbar) - Plot 0	
234	1211.7	
235	1211.7	
236	1211.7	
237	1211.8	
238	1211.7	
239	1211.7	
240	1211.8	
241	1211.7	
242	1211.7	
243	1211.7	
244	1211.7	
245	1211.7	
246	1211.7	
247	1211.7	
248	1211.7	
249	1211.8	
250	1211.7	
251	1211.7	
252	1211.7	
253	1211.7	
254	1211.7	
255	1211.6	
256	1211.6	
257	1211.7	
258	1211.7	
259	1211.7	
260	1211.6	
261	1211.7	
262	1211.7	
263	1211.7	
264	1211.7	
265	1211.7	
266	1211.7	
267	1211.7	
268	1211.6	
269	1211.6	
270	1211.7	
271	1211.7	
272	1211.7	
273	1211.6	
274	1211.6	
275	1211.6	
276	1211.5	
277	1211.6	
278	1211.6	
279	1211.6	
280	1211.6	
281	1211.6	
282	1211.6	
283	1211.6	
284	1211.6	
285	1211.6	
286	1211.5	
287	1211.7	
288	1211.6	
289	1211.6	
290	1211.6	
291	1211.6	
292	1211.6	
293	1211.6	
294	1211.6	
295	1211.6	
296	1211.6	
297	1211.6	
298	1211.6	
299	1211.6	
300	1211.6	
301	1211.6	
302	1211.6	
303	1211.6	
304	1211.6	
305	1211.6	
306	1211.6	
307	1211.6	
308	1211.6	
309	1211.5	
310	1211.5	
311	1211.6	
312	1211.6	
313	1211.6	
314	1211.6	
315	1211.6	
316	1211.6	
317	1211.6	
318	1211.6	
319	1211.6	
320	1211.6	
321	1211.7	
322	1211.6	
323	1211.6	
324	1211.6	
325	1211.6	
326	1211.6	
327	1211.6	
328	1211.6	
329	1211.6	
330	1211.6	
331	1211.6	
332	1211.7	
333	1211.6	
334	1211.6	
335	1211.5	
336	1211.6	
337	1211.6	
338	1211.6	
339	1211.6	
340	1211.6	
341	1211.6	
342	1211.6	
343	1211.6	
344	1211.6	
345	1211.6	
346	1211.5	
347	1211.6	
348	1211.6	
349	1211.6	
350	1211.7	
351	1211.6	
352	1211.6	
353	1211.6	
354	1211.6	
355	1211.5	
356	1211.6	
357	1211.6	
358	1211.5	
359	1211.6	
360	1211.6	
361	1211.6	
362	1211.6	
363	1211.6	
364	1211.6	
365	1211.6	
366	1211.6	
367	1211.6	
368	1211.6	
369	1211.6	
370	1211.5	
371	1211.6	
372	1211.5	
373	1211.6	
374	1211.6	
375	1211.5	
376	1211.6	
377	1211.6	
378	1211.5	
379	1211.5	
380	1211.6	
381	1211.5	
382	1211.6	
383	1211.5	
384	1211.6	
385	1211.5	
386	1211.5	
387	1211.5	
388	1211.5	
389	1211.5	
390	1211.5	
391	1211.5	
392	1211.5	
393	1211.5	
394	1211.5	
395	1211.5	
396	1211.5	
397	1211.6	
398	1211.5	
399	1211.6	
400	1211.5	
401	1211.5	
402	1211.5	
403	1211.6	
404	1211.5	
405	1211.5	
406	1211.6	
407	1211.5	
408	1211.5	
409	1211.5	
410	1211.5	
411	1211.5	
412	1211.5	
413	1211.5	
414	1211.5	
415	1211.5	
416	1211.4	
417	1211.5	
418	1211.5	
419	1211.5	
420	1211.4	
421	1211.5	
422	1211.5	
423	1211.5	
424	1211.5	
425	1211.5	
426	1211.5	
427	1211.5	
428	1211.5	
429	1211.4	
430	1211.5	
431	1211.5	
432	1211.4	
433	1211.5	
434	1211.5	
435	1211.4	
436	1211.4	
437	1211.5	
438	1211.4	
439	1211.4	
440	1211.4	
441	1211.4	
442	1211.5	
443	1211.4	
444	1211.5	
445	1211.4	
446	1211.5	
447	1211.5	
448	1211.5	
449	1211.5	
450	1211.5	
451	1211.4	
452	1211.4	
453	1211.5	
454	1211.5	
455	1211.5	
456	1211.4	
457	1211.5	
458	1211.4	
459	1211.5	
460	1211.4	
461	1211.5	
462	1211.4	
463	1211.4	
464	1211.4	
465	1211.5	
466	1211.5	
467	1211.5	
468	1211.4	
469	1211.4	
470	1211.4	
471	1211.4	
472	1211.4	
473	1211.5	
474	1211.5	
475	1211.5	
476	1211.4	
477	1211.4	
478	1211.5	
479	1211.5	
480	1211.4	
481	1211.5	
482	1211.5	
483	1211.4	
484	1211.4	
485	1211.5	
486	1211.5	
487	1211.5	
488	1211.5	
489	1211.4	
490	1211.4	
491	1211.4	
492	1211.5	
493	1211.6	
494	1211.5	
495	1211.5	
496	1211.5	
497	1211.5	
498	1211.5	
499	1211.5	
500	1211.5	
501	1211.4	
502	1211.5	
503	1211.4	
504	1211.5	
505	1211.5	
506	1211.5	
507	1211.5	
508	1211.4	
509	1211.5	
510	1211.5	
511	1211.4	
512	1211.4	
513	1211.5	
514	1211.5	
515	1211.4	
516	1211.5	
517	1211.4	
518	1211.5	
519	1211.4	
520	1211.4	
521	1211.5	
522	1211.4	
523	1211.5	
524	1211.4	
525	1211.5	
526	1211.5	
527	1211.4	
528	1211.5	
529	1211.5	
530	1211.4	
531	1211.4	
532	1211.4	
533	1211.4	
534	1211.4	
535	1211.4	
536	1211.4	
537	1211.4	
538	1211.5	
539	1211.5	
540	1211.4	
541	1211.4	
542	1211.5	
543	1211.4	
544	1211.4	
545	1211.4	
546	1211.4	
547	1211.4	
548	1211.4	
549	1211.4	
550	1211.4	
551	1211.4	
552	1211.4	
553	1211.4	
554	1211.4	
555	1211.4	
556	1211.4	
557	1211.3	
558	1211.4	
559	1211.3	
560	1211.3	
561	1211.4	
562	1211.4	
563	1211.4	
564	1211.4	
565	1211.3	
566	1211.3	
567	1211.4	
568	1211.4	
569	1211.4	
570	1211.4	
571	1211.4	
572	1211.4	
573	1211.4	
574	1211.3	
575	1211.3	
576	1211.4	
577	1211.4	
578	1211.3	
579	1211.3	
580	1211.3	
581	1211.3	
582	1211.4	
583	1211.3	
584	1211.4	
585	1211.3	
586	1211.4	
587	1211.3	
588	1211.3	
589	1211.4	
590	1211.4	
591	1211.4	
592	1211.3	
593	1211.4	
594	1211.4	
595	1211.4	
596	1211.4	
597	1211.4	
598	1211.4	
599	1211.4	
600	1211.4	
601	1211.3	
602	1211.3	
603	1211.3	
604	1211.3	
605	1211.4	
606	1211.4	
607	1211.4	
608	1211.3	
609	1211.4	
610	1211.4	
611	1211.4	
612	1211.4	
613	1211.4	
614	1211.4	
615	1211.4	
616	1211.4	
617	1211.4	
618	1211.4	
619	1211.4	
620	1211.4	
621	1211.4	
622	1211.4	
623	1211.4	
624	1211.4	
625	1211.3	
626	1211.4	
627	1211.4	
628	1211.4	
629	1211.4	
630	1211.4	
631	1211.4	
632	1211.3	
633	1211.3	
634	1211.4	
635	1211.4	
636	1211.4	
637	1211.4	
638	1211.5	
639	1211.4	
640	1211.4	
641	1211.4	
642	1211.4	
643	1211.4	
644	1211.4	
645	1211.4	
646	1211.4	
647	1211.4	
648	1211.4	
649	1211.4	
650	1211.4	
651	1211.4	
652	1211.4	
653	1211.4	
654	1211.3	
655	1211.4	
656	1211.4	
657	1211.4	
658	1211.4	
659	1211.4	
660	1211.4	
661	1211.4	
662	1211.5	
663	1211.4	
664	1211.5	
665	1211.4	
666	1211.4	
667	1211.4	
668	1211.4	
669	1211.4	
670	1211.4	
671	1211.3	
672	1211.3	
673	1211.4	
674	1211.4	
675	1211.4	
676	1211.4	
677	1211.4	
678	1211.4	
679	1211.4	
680	1211.3	
681	1211.4	
682	1211.4	
683	1211.4	
684	1211.3	
685	1211.4	
686	1211.4	
687	1211.4	
688	1211.4	
689	1211.4	
690	1211.3	
691	1211.3	
692	1211.4	
693	1211.4	
694	1211.3	
695	1211.3	
696	1211.4	
697	1211.4	
698	1211.3	
699	1211.3	
700	1211.3	
701	1211.3	
702	1211.3	
703	1211.3	
704	1211.3	
705	1211.3	
706	1211.3	
707	1211.3	
708	1211.3	
709	1211.4	
710	1211.3	
711	1211.3	
712	1211.3	
713	1211.3	
714	1211.3	
715	1211.3	
716	1211.3	
717	1211.3	
718	1211.3	
719	1211.3	
720	1211.3	
721	1211.3	
722	1211.3	
723	1211.2	
724	1211.3	
725	1211.3	
726	1211.3	
727	1211.3	
728	1211.3	
729	1211.3	
730	1211.3	
731	1211.3	
732	1211.2	
733	1211.3	
734	1211.3	
735	1211.3	
736	1211.3	
737	1211.2	
738	1211.3	
739	1211.2	
740	1211.2	
741	1211.3	
742	1211.2	
743	1211.2	
744	1211.3	
745	1211.3	
746	1211.2	
747	1211.3	
748	1211.3	
749	1211.3	
750	1211.3	
751	1211.2	
752	1211.2	
753	1211.3	
754	1211.3	
755	1211.2	
756	1211.3	
757	1211.3	
758	1211.3	
759	1211.3	
760	1211.3	
761	1211.3	
762	1211.3	
763	1211.3	
764	1211.3	
765	1211.4	
766	1211.3	
767	1211.3	
768	1211.3	
769	1211.3	
770	1211.4	
771	1211.3	
772	1211.3	
773	1211.3	
774	1211.3	
775	1211.3	
776	1211.3	
777	1211.3	
778	1211.3	
779	1211.3	
780	1211.3	
781	1211.3	
782	1211.3	
783	1211.4	
784	1211.3	
785	1211.4	
786	1211.3	
787	1211.3	
788	1211.3	
789	1211.3	
790	1211.3	
791	1211.3	
792	1211.3	
793	1211.4	
794	1211.4	
795	1211.3	
796	1211.3	
797	1211.3	
798	1211.3	
799	1211.3	
800	1211.3	
801	1211.4	
802	1211.3	
803	1211.3	
804	1211.3	
805	1211.4	
806	1211.4	
807	1211.3	
808	1211.3	
809	1211.3	
810	1211.4	
811	1211.4	
812	1211.3	
813	1211.3	
814	1211.3	
815	1211.3	
816	1211.3	
817	1211.4	
818	1211.3	
819	1211.3	
820	1211.4	
821	1211.3	
822	1211.3	
823	1211.3	
824	1211.2	
825	1211.3	
826	1211.3	
827	1211.3	
828	1211.4	
829	1211.3	
830	1211.3	
831	1211.3	
832	1211.3	
833	1211.3	
834	1211.3	
835	1211.3	
836	1211.3	
837	1211.3	
838	1211.3	
839	1211.3	
840	1211.3	
841	1211.3	
842	1211.3	
843	1211.3	
844	1211.3	
845	1211.4	
846	1211.2	
847	1211.3	
848	1211.3	
849	1211.3	
850	1211.2	
851	1211.3	
852	1211.3	
853	1211.3	
854	1211.3	
855	1211.3	
856	1211.3	
857	1211.3	
858	1211.3	
859	1211.3	
860	1211.3	
861	1211.3	
862	1211.3	
863	1211.3	
864	1211.3	
865	1211.3	
866	1211.3	
867	1211.3	
868	1211.3	
869	1211.3	
870	1211.3	
871	1211.3	
872	1211.2	
873	1211.3	
874	1211.2	
875	1211.2	
876	1211.3	
877	1211.3	
878	1211.3	
879	1211.3	
880	1211.2	
881	1211.3	
882	1211.2	
883	1211.2	
884	1211.3	
885	1211.3	
886	1211.3	
887	1211.2	
888	1211.4	
889	1211.2	
890	1211.3	
891	1211.3	
892	1211.3	
893	1211.2	
894	1211.3	
895	1211.3	
896	1211.2	
897	1211.3	
898	1211.3	
899	1211.3	
900	1211.3	
901	1211.3	
902	1211.3	
903	1211.3	
904	1211.3	
905	1211.3	
906	1211.3	
907	1211.3	
908	1211.3	
909	1211.3	
910	1211.3	
911	1211.3	
912	1211.3	
913	1211.3	
914	1211.3	
915	1211.3	
916	1211.3	
917	1211.3	
918	1211.3	
919	1211.3	
920	1211.3	
921	1211.3	
922	1211.3	
923	1211.2	
924	1211.4	
925	1211.3	
926	1211.4	
927	1211.3	
928	1211.3	
929	1211.3	
930	1211.4	
931	1211.3	
932	1211.3	
933	1211.4	
934	1211.3	
935	1211.3	
936	1211.4	
937	1211.3	
938	1211.4	
939	1211.3	
940	1211.4	
941	1211.4	
942	1211.3	
943	1211.4	
944	1211.3	
945	1211.3	
946	1211.4	
947	1211.4	
948	1211.4	
949	1211.3	
950	1211.4	
951	1211.4	
952	1211.4	
953	1211.4	
954	1211.3	
955	1211.4	
956	1211.4	
957	1211.3	
958	1211.3	
959	1211.3	
960	1211.3	
961	1211.3	
962	1211.4	
963	1211.4	
964	1211.4	
965	1211.3	
966	1211.4	
967	1211.4	
968	1211.3	
969	1211.3	
970	1211.4	
971	1211.3	
972	1211.3	
973	1211.3	
974	1211.3	
975	1211.4	
976	1211.4	
977	1211.3	
978	1211.3	
979	1211.3	
980	1211.3	
981	1211.4	
982	1211.3	
983	1211.4	
984	1211.3	
985	1211.3	
986	1211.3	
987	1211.4	
988	1211.3	
989	1211.4	
990	1211.4	
991	1211.3	
992	1211.3	
993	1211.3	
994	1211.4	
995	1211.3	
996	1211.2	
997	1211.3	
998	1211.3	
999	1211.3	
1000	1211.3	
1001	1211.3	
1002	1211.3	
1003	1211.3	
1004	1211.4	
1005	1211.3	
1006	1211.3	
1007	1211.3	
1008	1211.3	
1009	1211.3	
1010	1211.3	
1011	1211.3	
1012	1211.3	
1013	1211.3	
1014	1211.3	
1015	1211.3	
1016	1211.3	
1017	1211.3	
1018	1211.2	
1019	1211.3	
1020	1211.3	
1021	1211.3	
1022	1211.2	
1023	1211.3	
1024	1211.3	
1025	1211.3	
1026	1211.3	
1027	1211.4	
1028	1211.3	
1029	1211.3	
1030	1211.3	
1031	1211.3	
1032	1211.2	
1033	1211.3	
1034	1211.3	
1035	1211.2	
1036	1211.3	
1037	1211.3	
1038	1211.3	
1039	1211.2	
1040	1211.2	
1041	1211.2	
1042	1211.2	
1043	1211.2	
1044	1211.3	
1045	1211.3	
1046	1211.3	
1047	1211.3	
1048	1211.2	
1049	1211.3	
1050	1211.2	
1051	1211.3	
1052	1211.3	
1053	1211.3	
1054	1211.3	
1055	1211.2	
1056	1211.2	
1057	1211.3	
1058	1211.3	
1059	1211.3	
1060	1211.3	
1061	1211.3	
1062	1211.3	
1063	1211.3	
1064	1211.3	
1065	1211.3	
1066	1211.3	
1067	1211.2	
1068	1211.3	
1069	1211.3	
1070	1211.3	
1071	1211.3	
1072	1211.3	
1073	1211.3	
1074	1211.3	
1075	1211.3	
1076	1211.3	
1077	1211.3	
1078	1211.3	
1079	1211.3	
1080	1211.3	
1081	1211.3	
1082	1211.3	
1083	1211.4	
1084	1211.3	
1085	1211.3	
1086	1211.4	
1087	1211.3	
1088	1211.4	
1089	1211.3	
1090	1211.4	
1091	1211.4	
1092	1211.3	
1093	1211.4	
1094	1211.3	
1095	1211.3	
1096	1211.4	
1097	1211.4	
1098	1211.3	
1099	1211.4	
1100	1211.3	
1101	1211.4	
1102	1211.4	
1103	1211.4	
1104	1211.3	
1105	1211.4	
1106	1211.4	
1107	1211.5	
1108	1211.3	
1109	1211.3	
1110	1211.4	
1111	1211.3	
1112	1211.4	
1113	1211.3	
1114	1211.3	
1115	1211.3	
1116	1211.4	
1117	1211.4	
1118	1211.4	
1119	1211.3	
1120	1211.4	
1121	1211.4	
1122	1211.4	
1123	1211.4	
1124	1211.4	
1125	1211.4	
1126	1211.4	
1127	1211.4	
1128	1211.4	
1129	1211.4	
1130	1211.3	
1131	1211.4	
1132	1211.3	
1133	1211.4	
1134	1211.4	
1135	1211.3	
1136	1211.3	
1137	1211.3	
1138	1211.4	
1139	1211.3	
1140	1211.3	
1141	1211.3	
1142	1211.4	
1143	1211.3	
1144	1211.4	
1145	1211.4	
1146	1211.3	
1147	1211.3	
1148	1211.4	
1149	1211.3	
1150	1211.4	
1151	1211.4	
1152	1211.4	
1153	1211.3	
1154	1211.3	
1155	1211.4	
1156	1211.3	
1157	1211.3	
1158	1211.4	
1159	1211.4	
1160	1211.4	
1161	1211.4	
1162	1211.4	
1163	1211.4	
1164	1211.3	
1165	1211.4	
1166	1211.3	
1167	1211.3	
1168	1211.4	
1169	1211.3	
1170	1211.4	
1171	1211.3	
1172	1211.4	
1173	1211.4	
1174	1211.3	
1175	1211.3	
1176	1211.3	
1177	1211.3	
1178	1211.4	
1179	1211.3	
1180	1211.3	
1181	1211.3	
1182	1211.3	
1183	1211.3	
1184	1211.3	
1185	1211.3	
1186	1211.3	
1187	1211.3	
1188	1211.3	
1189	1211.3	
1190	1211.3	
1191	1211.3	
1192	1211.2	
1193	1211.3	
1194	1211.3	
1195	1211.3	
1196	1211.2	
1197	1211.3	
1198	1211.3	
1199	1211.3	
1200	1211.3	
1201	1211.3	
1202	1211.3	
1203	1211.3	
1204	1211.3	
1205	1211.3	
1206	1211.3	
1207	1211.3	
1208	1211.3	
1209	1211.3	
1210	1211.3	
1211	1211.3	
1212	1211.3	
1213	1211.3	
1214	1211.4	
1215	1211.3	
1216	1211.3	
1217	1211.3	
1218	1211.3	
1219	1211.3	
1220	1211.3	
1221	1211.3	
1222	1211.3	
1223	1211.3	
1224	1211.3	
1225	1211.3	
1226	1211.3	
1227	1211.3	
1228	1211.3	
1229	1211.3	
1230	1211.3	
1231	1211.3	
1232	1211.3	
1233	1211.3	
1234	1211.3	
1235	1211.4	
1236	1211.3	
1237	1211.3	
1238	1211.4	
1239	1211.3	
1240	1211.3	
1241	1211.4	
1242	1211.3	
1243	1211.4	
1244	1211.4	
1245	1211.3	
1246	1211.3	
1247	1211.4	
1248	1211.4	
1249	1211.3	
1250	1211.4	
1251	1211.4	
1252	1211.4	
1253	1211.4	
1254	1211.4	
1255	1211.4	
1256	1211.3	
1257	1211.4	
1258	1211.4	
1259	1211.4	
1260	1211.4	
1261	1211.4	
1262	1211.4	
1263	1211.3	
1264	1211.4	
1265	1211.4	
1266	1211.4	
1267	1211.4	
1268	1211.4	
1269	1211.3	
1270	1211.4	
1271	1211.4	
1272	1211.4	
1273	1211.4	
1274	1211.4	
1275	1211.4	
1276	1211.4	
1277	1211.4	
1278	1211.4	
1279	1211.4	
1280	1211.4	
1281	1211.4	
1282	1211.4	
1283	1211.4	
1284	1211.3	
1285	1211.4	
1286	1211.4	
1287	1211.5	
1288	1211.3	
1289	1211.4	
1290	1211.4	
1291	1211.4	
1292	1211.4	
1293	1211.4	
1294	1211.5	
1295	1211.4	
1296	1211.4	
1297	1211.4	
1298	1211.4	
1299	1211.4	
1300	1211.3	
1301	1211.4	
1302	1211.4	
1303	1211.4	
1304	1211.4	
1305	1211.4	
1306	1211.3	
1307	1211.4	
1308	1211.4	
1309	1211.4	
1310	1211.4	
1311	1211.3	
1312	1211.3	
1313	1211.4	
1314	1211.4	
1315	1211.3	
1316	1211.4	
1317	1211.3	
1318	1211.3	
1319	1211.4	
1320	1211.4	
1321	1211.4	
1322	1211.3	
1323	1211.3	
1324	1211.4	
1325	1211.4	
1326	1211.4	
1327	1211.4	
1328	1211.4	
1329	1211.3	
1330	1211.4	
1331	1211.4	
1332	1211.4	
1333	1211.3	
1334	1211.4	
1335	1211.4	
1336	1211.4	
1337	1211.3	
1338	1211.3	
1339	1211.4	
1340	1211.4	
1341	1211.3	
1342	1211.3	
1343	1211.3	
1344	1211.3	
1345	1211.3	
1346	1211.3	
1347	1211.4	
1348	1211.4	
1349	1211.4	
1350	1211.4	
1351	1211.3	
1352	1211.3	
1353	1211.4	
1354	1211.3	
1355	1211.3	
1356	1211.3	
1357	1211.3	
1358	1211.3	
1359	1211.3	
1360	1211.3	
1361	1211.3	
1362	1211.3	
1363	1211.3	
1364	1211.4	
1365	1211.3	
1366	1211.3	
1367	1211.3	
1368	1211.3	
1369	1211.3	
1370	1211.3	
1371	1211.3	
1372	1211.3	
1373	1211.3	
1374	1211.3	
1375	1211.3	
1376	1211.4	
1377	1211.3	
1378	1211.3	
1379	1211.3	
1380	1211.3	
1381	1211.3	
1382	1211.3	
1383	1211.3	
1384	1211.3	
1385	1211.3	
1386	1211.3	
1387	1211.3	
1388	1211.3	
1389	1211.3	
1390	1211.2	
1391	1211.3	
1392	1211.3	
1393	1211.3	
1394	1211.3	
1395	1211.4	
1396	1211.4	
1397	1211.4	
1398	1211.3	
1399	1211.4	
1400	1211.3	
1401	1211.3	
1402	1211.4	
1403	1211.3	
1404	1211.3	
1405	1211.4	
1406	1211.4	
1407	1211.3	
1408	1211.3	
1409	1211.4	
1410	1211.4	
1411	1211.4	
1412	1211.3	
1413	1211.3	
1414	1211.4	
1415	1211.3	
1416	1211.4	
1417	1211.3	
1418	1211.4	
1419	1211.4	
1420	1211.4	
1421	1211.4	
1422	1211.4	
1423	1211.4	
1424	1211.4	
1425	1211.4	
1426	1211.4	
1427	1211.4	
1428	1211.5	
1429	1211.4	
1430	1211.4	
1431	1211.4	
1432	1211.4	
1433	1211.4	
1434	1211.4	
1435	1211.5	
1436	1211.4	
1437	1211.4	
1438	1211.4	
1439	1211.4	
1440	1211.4	
1441	1211.4	
1442	1211.4	
1443	1211.4	
1444	1211.5	
1445	1211.4	
1446	1211.4	
1447	1211.4	
1448	1211.4	
1449	1211.4	
1450	1211.4	
1451	1211.4	
1452	1211.4	
1453	1211.5	
1454	1211.4	
1455	1211.5	
1456	1211.4	
1457	1211.4	
1458	1211.4	
1459	1211.4	
1460	1211.4	
1461	1211.4	
1462	1211.4	
1463	1211.4	
1464	1211.4	
1465	1211.4	
1466	1211.4	
1467	1211.4	
1468	1211.4	
1469	1211.4	
1470	1211.4	
1471	1211.4	
1472	1211.4	
1473	1211.4	
1474	1211.4	
1475	1211.4	
1476	1211.4	
1477	1211.4	
1478	1211.5	
1479	1211.4	
1480	1211.4	
1481	1211.4	
1482	1211.4	
1483	1211.4	
1484	1211.4	
1485	1211.4	
1486	1211.4	
1487	1211.4	
1488	1211.4	
1489	1211.4	
1490	1211.4	
1491	1211.4	
1492	1211.4	
1493	1211.4	
1494	1211.4	
1495	1211.4	
1496	1211.4	
1497	1211.4	
1498	1211.4	
1499	1211.4	
1500	1211.3	
1501	1211.4	
1502	1211.4	
1503	1211.4	
1504	1211.4	
1505	1211.4	
1506	1211.5	
1507	1211.3	
1508	1211.4	
1509	1211.3	
1510	1211.4	
1511	1211.4	
1512	1211.4	
1513	1211.4	
1514	1211.4	
1515	1211.4	
1516	1211.4	
1517	1211.4	
1518	1211.4	
1519	1211.3	
1520	1211.4	
1521	1211.4	
1522	1211.3	
1523	1211.4	
1524	1211.3	
1525	1211.4	
1526	1211.4	
1527	1211.3	
1528	1211.4	
1529	1211.4	
1530	1211.4	
1531	1211.3	
1532	1211.3	
1533	1211.4	
1534	1211.3	
1535	1211.3	
1536	1211.3	
1537	1211.3	
1538	1211.4	
1539	1211.4	
1540	1211.4	
1541	1211.4	
1542	1211.3	
1543	1211.3	
1544	1211.3	
1545	1211.3	
1546	1211.3	
1547	1211.4	
1548	1211.3	
1549	1211.3	
1550	1211.4	
1551	1211.3	
1552	1211.3	
1553	1211.4	
1554	1211.3	
1555	1211.4	
1556	1211.3	
1557	1211.4	
1558	1211.4	
1559	1211.3	
1560	1211.3	
1561	1211.3	
1562	1211.3	
1563	1211.2	
1564	1211.3	
1565	1211.3	
1566	1211.3	
1567	1211.4	
1568	1211.3	
1569	1211.4	
1570	1211.4	
1571	1211.3	
1572	1211.4	
1573	1211.3	
1574	1211.4	
1575	1211.4	
1576	1211.4	
1577	1211.3	
1578	1211.4	
1579	1211.4	
1580	1211.4	
1581	1211.4	
1582	1211.4	
1583	1211.4	
1584	1211.5	
1585	1211.4	
1586	1211.4	
1587	1211.4	
1588	1211.4	
1589	1211.5	
1590	1211.5	
1591	1211.4	
1592	1211.5	
1593	1211.4	
1594	1211.4	
1595	1211.4	
1596	1211.5	
1597	1211.5	
1598	1211.5	
1599	1211.5	
1600	1211.4	
1601	1211.4	
1602	1211.4	
1603	1211.4	
1604	1211.4	
1605	1211.4	
1606	1211.4	
1607	1211.5	
1608	1211.5	
1609	1211.5	
1610	1211.4	
1611	1211.4	
1612	1211.5	
1613	1211.5	
1614	1211.4	
1615	1211.5	
1616	1211.5	
1617	1211.5	
1618	1211.4	
1619	1211.5	
1620	1211.4	
1621	1211.4	
1622	1211.5	
1623	1211.5	
1624	1211.4	
1625	1211.4	
1626	1211.5	
1627	1211.5	
1628	1211.4	
1629	1211.4	
1630	1211.5	
1631	1211.5	
1632	1211.5	
1633	1211.4	
1634	1211.5	
1635	1211.5	
1636	1211.4	
1637	1211.4	
1638	1211.5	
1639	1211.4	
1640	1211.4	
1641	1211.4	
1642	1211.4	
1643	1211.5	
1644	1211.4	
1645	1211.4	
1646	1211.4	
1647	1211.4	
1648	1211.4	
1649	1211.5	
1650	1211.5	
1651	1211.5	
1652	1211.4	
1653	1211.4	
1654	1211.5	
1655	1211.4	
1656	1211.4	
1657	1211.5	
1658	1211.4	
1659	1211.5	
1660	1211.4	
1661	1211.4	
1662	1211.5	
1663	1211.5	
