Time,Channel A,Channel B,Channel C
(ns),(V),(mV),(mV)

-11.61212126,1.57480300,0.00000000,-1.18110200
-10.81212125,1.57480300,-0.39370070,-0.78740150
-10.01212124,1.57480300,-0.39370070,-0.78740150
-9.21212123,1.57480300,0.39370070,-1.18110200
-8.41212122,1.55905500,-0.78740150,-1.18110200
-7.61212121,1.57480300,-0.39370070,-1.18110200
-6.81212120,1.55905500,0.00000000,-1.57480300
-6.01212119,1.57480300,-0.39370070,-1.18110200
-5.21212118,1.57480300,-0.39370070,-1.18110200
-4.41212117,1.57480300,-0.78740150,-0.78740150
-3.61212116,1.55905500,0.00000000,-1.18110200
-2.81212115,1.55905500,0.39370070,-0.78740150
-2.01212114,1.55905500,-0.39370070,-1.18110200
-1.21212113,1.55905500,0.00000000,-1.18110200
-0.41212112,1.03937000,0.39370070,-1.18110200
0.38787890,0.00000000,0.00000000,-1.18110200
1.18787891,-0.03149606,0.00000000,-1.18110200
1.98787892,0.06299213,0.00000000,-0.78740150
2.78787893,0.09448819,0.00000000,-1.18110200
3.58787894,0.12598430,0.00000000,-1.57480300
4.38787895,0.07874016,0.00000000,-0.78740150
5.18787896,0.06299213,0.00000000,-1.18110200
5.98787897,0.06299213,0.00000000,-1.18110200
6.78787898,0.06299213,0.00000000,-1.18110200
7.58787899,0.04724409,-0.39370070,-1.18110200
8.38787900,0.06299213,-0.39370070,-1.18110200
9.18787901,0.04724409,0.00000000,-1.57480300
9.98787902,0.04724409,0.00000000,-1.96850400
10.78787903,0.04724409,0.00000000,-0.78740150
11.58787905,0.03149606,0.39370070,-1.96850400
12.38787906,0.04724409,0.00000000,-0.39370070
13.18787907,0.04724409,-0.39370070,-0.39370070
13.98787908,0.03149606,0.00000000,-1.18110200
14.78787909,0.04724409,0.39370070,-0.78740150
15.58787910,0.04724409,0.00000000,-0.39370070
16.38787911,0.03149606,0.00000000,-0.78740150
17.18787912,0.03149606,-0.39370070,-0.39370070
17.98787913,0.03149606,-0.39370070,-0.39370070
18.78787914,0.03149606,0.00000000,-0.78740150
19.58787915,0.03149606,0.00000000,-0.39370070
20.38787916,0.01574803,0.78740150,-0.39370070
21.18787917,0.03149606,0.39370070,-0.39370070
21.98787918,0.03149606,0.39370070,-0.78740150
22.78787919,0.03149606,0.00000000,-1.18110200
23.58787921,0.01574803,0.00000000,-1.18110200
24.38787922,0.01574803,-0.78740150,-0.78740150
25.18787923,0.01574803,0.00000000,-0.78740150
25.98787924,0.03149606,0.00000000,-1.18110200
26.78787925,0.03149606,-0.39370070,-0.78740150
27.58787926,0.01574803,0.00000000,-0.39370070
28.38787927,0.01574803,0.00000000,-1.18110200
29.18787928,0.03149606,0.00000000,-1.18110200
29.98787929,0.01574803,0.00000000,-1.18110200
30.78787930,0.01574803,0.00000000,-1.18110200
31.58787931,0.03149606,0.00000000,-0.78740150
32.38787932,0.00000000,-0.39370070,-0.39370070
33.18787933,0.01574803,-0.39370070,0.00000000
33.98787934,0.04724409,0.39370070,-1.18110200
34.78787935,0.03149606,-0.39370070,-0.39370070
35.58787937,0.01574803,-0.39370070,-1.18110200
36.38787938,0.01574803,-0.39370070,-0.39370070
37.18787939,0.01574803,0.00000000,-0.78740150
37.98787940,0.01574803,-0.39370070,-0.78740150
38.78787941,0.01574803,-0.78740150,-1.18110200
39.58787942,0.01574803,0.00000000,-0.39370070
40.38787943,0.01574803,-0.39370070,-0.78740150
41.18787944,0.01574803,0.39370070,-0.78740150
41.98787945,0.01574803,0.00000000,-0.78740150
42.78787946,0.01574803,0.00000000,0.00000000
43.58787947,0.01574803,0.39370070,-0.39370070
44.38787948,0.00000000,-0.78740150,-0.78740150
45.18787949,0.01574803,0.00000000,-1.18110200
45.98787950,0.03149606,-0.39370070,-1.57480300
46.78787952,0.01574803,-0.39370070,-0.78740150
47.58787953,0.01574803,0.00000000,-0.78740150
48.38787954,0.00000000,-0.39370070,-0.78740150
49.18787955,0.01574803,-0.39370070,-0.78740150
49.98787956,0.01574803,0.00000000,-0.78740150
50.78787957,0.01574803,0.00000000,-0.78740150
51.58787958,0.01574803,0.00000000,-0.78740150
52.38787959,0.01574803,0.00000000,-1.18110200
53.18787960,0.01574803,-0.39370070,-1.18110200
53.98787961,0.01574803,0.39370070,-0.39370070
54.78787962,0.01574803,0.00000000,-0.78740150
55.58787963,0.01574803,0.00000000,-0.39370070
56.38787964,0.01574803,0.00000000,-0.78740150
57.18787965,0.00000000,-0.39370070,-0.78740150
57.98787966,0.00000000,-0.39370070,-0.78740150
58.78787968,0.00000000,-0.39370070,-0.78740150
59.58787969,0.01574803,0.00000000,-0.78740150
60.38787970,0.01574803,0.00000000,-1.18110200
61.18787971,0.01574803,0.39370070,-0.39370070
61.98787972,0.01574803,0.00000000,-0.78740150
62.78787973,0.01574803,-0.78740150,-0.78740150
63.58787974,0.01574803,0.00000000,-0.78740150
64.38787975,0.01574803,0.78740150,-0.39370070
65.18787976,0.01574803,0.00000000,-0.78740150
65.98787977,0.01574803,-0.39370070,-0.78740150
66.78787978,0.01574803,-0.39370070,-1.18110200
67.58787979,0.01574803,0.00000000,-0.39370070
68.38787980,0.01574803,0.00000000,-1.18110200
69.18787981,0.01574803,-0.39370070,-0.39370070
69.98787982,0.00000000,0.00000000,-0.39370070
70.78787984,0.00000000,-0.39370070,-0.78740150
71.58787985,0.01574803,-0.39370070,-0.78740150
72.38787986,0.01574803,-0.39370070,-1.18110200
73.18787987,0.01574803,0.00000000,-0.78740150
73.98787988,0.01574803,0.00000000,-0.78740150
74.78787989,0.01574803,0.00000000,-1.18110200
75.58787990,0.00000000,-0.39370070,-1.18110200
76.38787991,0.00000000,-0.39370070,-1.18110200
77.18787992,0.01574803,0.39370070,-1.18110200
77.98787993,0.00000000,-0.39370070,-1.18110200
78.78787994,0.00000000,-0.39370070,-0.78740150
79.58787995,0.01574803,-0.78740150,-0.78740150
80.38787996,0.01574803,-0.39370070,-0.78740150
81.18787997,0.01574803,-0.39370070,-1.18110200
81.98787999,0.01574803,0.00000000,-0.78740150
82.78788000,0.01574803,-0.39370070,-0.78740150
83.58788001,0.01574803,0.00000000,-1.18110200
84.38788002,0.00000000,-0.39370070,-0.78740150
85.18788003,0.01574803,0.00000000,-0.78740150
85.98788004,0.01574803,0.00000000,-1.18110200
86.78788005,0.01574803,-0.39370070,-1.18110200
87.58788006,0.01574803,-0.39370070,-0.39370070
88.38788007,0.00000000,0.00000000,-1.18110200
89.18788008,0.01574803,0.00000000,-1.18110200
89.98788009,0.01574803,0.00000000,-1.18110200
90.78788010,0.01574803,0.00000000,-0.78740150
91.58788011,0.01574803,0.39370070,-0.78740150
92.38788012,0.00000000,0.00000000,-0.78740150
93.18788013,0.01574803,0.39370070,-0.78740150
