Time,Channel A,Channel B,Channel C
(ns),(V),(mV),(mV)

-11.82933418,1.55905500,0.39370070,-0.78740150
-11.02933417,1.55905500,-0.78740150,-0.39370070
-10.22933416,1.55905500,0.39370070,-1.18110200
-9.42933415,1.57480300,0.39370070,-0.78740150
-8.62933414,1.57480300,0.39370070,-1.18110200
-7.82933413,1.57480300,0.00000000,-0.78740150
-7.02933411,1.57480300,0.39370070,-0.78740150
-6.22933410,1.55905500,0.00000000,-0.78740150
-5.42933409,1.55905500,0.00000000,-0.78740150
-4.62933408,1.55905500,0.00000000,-1.18110200
-3.82933407,1.55905500,0.39370070,-0.78740150
-3.02933406,1.55905500,0.39370070,-0.78740150
-2.22933405,1.57480300,0.78740150,-1.18110200
-1.42933404,1.57480300,0.78740150,-0.78740150
-0.62933403,1.43307100,1.18110200,-0.78740150
0.17066598,0.25196850,1.18110200,-0.78740150
0.97066599,-0.11023620,0.39370070,-0.39370070
1.77066600,0.04724409,0.39370070,-0.78740150
2.57066601,0.06299213,0.78740150,-0.78740150
3.37066602,0.11023620,0.00000000,-1.18110200
4.17066603,0.09448819,0.39370070,-0.78740150
4.97066605,0.06299213,0.39370070,-1.18110200
5.77066606,0.06299213,0.39370070,-0.78740150
6.57066607,0.06299213,0.39370070,-0.78740150
7.37066608,0.06299213,0.78740150,-1.18110200
8.17066609,0.04724409,0.78740150,-1.57480300
8.97066610,0.06299213,0.39370070,-0.78740150
9.77066611,0.04724409,0.39370070,-1.18110200
10.57066612,0.03149606,0.39370070,-0.78740150
11.37066613,0.03149606,0.39370070,-0.39370070
12.17066614,0.04724409,1.18110200,0.78740150
12.97066615,0.04724409,2.75590500,1.18110200
13.77066616,0.04724409,3.93700800,0.78740150
14.57066617,0.03149606,5.11811000,1.57480300
15.37066618,0.04724409,5.90551100,2.36220500
16.17066619,0.04724409,5.90551100,2.36220500
16.97066621,0.03149606,6.29921200,2.36220500
17.77066622,0.03149606,6.29921200,1.96850400
18.57066623,0.03149606,6.29921200,2.75590500
19.37066624,0.03149606,6.69291300,2.36220500
20.17066625,0.01574803,6.29921200,3.14960600
20.97066626,0.03149606,6.69291300,2.36220500
21.77066627,0.03149606,6.69291300,2.75590500
22.57066628,0.03149606,6.69291300,2.75590500
23.37066629,0.03149606,6.69291300,2.36220500
24.17066630,0.01574803,6.69291300,2.36220500
24.97066631,0.01574803,6.69291300,2.36220500
25.77066632,0.01574803,6.69291300,2.75590500
26.57066633,0.03149606,5.90551100,3.14960600
27.37066634,0.03149606,5.90551100,2.36220500
28.17066636,0.03149606,7.08661400,2.36220500
28.97066637,0.01574803,6.29921200,2.75590500
29.77066638,0.01574803,5.90551100,2.36220500
30.57066639,0.01574803,6.69291300,2.75590500
31.37066640,0.01574803,6.29921200,2.36220500
32.17066641,0.00000000,5.90551100,1.96850400
32.97066642,0.00000000,5.51181100,2.36220500
33.77066643,0.03149606,6.29921200,2.36220500
34.57066644,0.03149606,6.69291300,2.75590500
35.37066645,0.03149606,5.51181100,1.96850400
36.17066646,0.01574803,5.90551100,2.36220500
36.97066647,0.01574803,5.90551100,2.36220500
37.77066648,0.01574803,5.90551100,1.96850400
38.57066649,0.01574803,6.29921200,1.57480300
39.37066650,0.01574803,5.51181100,1.57480300
40.17066652,0.03149606,6.29921200,1.57480300
40.97066653,0.01574803,5.51181100,1.96850400
41.77066654,0.01574803,5.90551100,1.57480300
42.57066655,0.01574803,5.51181100,1.96850400
43.37066656,0.01574803,5.51181100,1.96850400
44.17066657,0.01574803,5.51181100,2.36220500
44.97066658,0.01574803,5.11811000,2.75590500
45.77066659,0.03149606,5.51181100,2.36220500
46.57066660,0.01574803,5.51181100,1.96850400
47.37066661,0.01574803,5.11811000,1.57480300
48.17066662,0.01574803,4.72440900,1.57480300
48.97066663,0.01574803,5.11811000,1.96850400
49.77066664,0.01574803,5.11811000,1.96850400
50.57066665,0.01574803,5.51181100,1.96850400
51.37066666,0.01574803,4.72440900,1.96850400
52.17066668,0.03149606,5.11811000,1.57480300
52.97066669,0.01574803,5.11811000,1.57480300
53.77066670,0.01574803,5.11811000,1.57480300
54.57066671,0.01574803,5.11811000,1.57480300
55.37066672,0.03149606,4.72440900,1.57480300
56.17066673,0.01574803,4.72440900,1.57480300
56.97066674,0.01574803,5.11811000,0.78740150
57.77066675,0.01574803,4.72440900,1.57480300
58.57066676,0.00000000,4.72440900,1.57480300
59.37066677,0.01574803,4.33070900,1.18110200
60.17066678,0.01574803,4.33070900,1.57480300
60.97066679,0.01574803,4.72440900,1.18110200
61.77066680,0.00000000,4.33070900,0.78740150
62.57066681,0.01574803,3.93700800,0.78740150
63.37066683,0.01574803,4.33070900,1.57480300
64.17066684,0.01574803,4.72440900,1.18110200
64.97066685,0.01574803,4.33070900,0.78740150
65.77066686,0.01574803,4.33070900,1.57480300
66.57066687,0.01574803,4.72440900,1.57480300
67.37066688,0.01574803,4.33070900,1.18110200
68.17066689,0.00000000,4.33070900,1.18110200
68.97066690,0.01574803,3.93700800,0.39370070
69.77066691,0.01574803,3.93700800,0.78740150
70.57066692,0.01574803,3.54330700,1.18110200
71.37066693,0.01574803,4.33070900,1.18110200
72.17066694,0.01574803,3.54330700,1.18110200
72.97066695,0.01574803,3.54330700,1.18110200
73.77066696,0.01574803,3.54330700,0.78740150
74.57066697,0.01574803,3.14960600,0.78740150
75.37066699,0.01574803,3.54330700,0.78740150
76.17066700,0.01574803,3.14960600,0.78740150
76.97066701,0.01574803,3.54330700,0.78740150
77.77066702,0.01574803,3.14960600,1.18110200
78.57066703,0.01574803,3.14960600,0.39370070
79.37066704,0.01574803,3.14960600,0.78740150
80.17066705,0.01574803,3.93700800,0.78740150
80.97066706,0.01574803,3.54330700,0.78740150
81.77066707,0.01574803,3.54330700,0.39370070
82.57066708,0.01574803,3.54330700,1.18110200
83.37066709,0.01574803,3.14960600,0.78740150
84.17066710,0.01574803,3.54330700,1.18110200
84.97066711,0.01574803,3.14960600,0.78740150
85.77066712,0.01574803,3.14960600,0.39370070
86.57066713,0.01574803,3.14960600,0.78740150
87.37066715,0.00000000,3.14960600,1.18110200
88.17066716,0.01574803,3.54330700,0.78740150
88.97066717,0.01574803,3.14960600,0.00000000
89.77066718,0.01574803,2.75590500,0.39370070
90.57066719,0.01574803,2.75590500,0.39370070
91.37066720,0.01574803,2.75590500,0.39370070
92.17066721,0.00000000,2.75590500,0.39370070
92.97066722,0.01574803,2.36220500,0.78740150
